"SKU","Qtd Vendida","Data da Venda","Código Cliente","Produto","Marca","","Categoria","Preço Unitário","","Custo Unitário","Preço com Desconto","Ticket","Loja","Gerente","Data de Nascimento","Nome Cliente","Sobrenome cliente","","Gênero"
"HL1017","2","1/3/2017","235","Smart TV 75' 4K","Samsung","","Televisão","5200","","3500","4420","Ticket Alto","Belo Horizonte - MG","Giovanna Menaged","6/6/1978","Fernanda","Silva","","F"
"HL1013","2","1/3/2017","300","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Rio de Janeiro - RJ","Alfredo Araújo","6/11/1989","Alex","Forte","","M"
"HL1021","2","1/3/2017","551","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Salvador - BA","Arthur Barreto","10/31/1969","Priscila","Aragão","","F"
"HL1005","2","1/3/2017","376","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Niterói - RJ","Carolina Biccas","12/17/1965","Wilson","Lopes","","M"
"HL1001","1","1/3/2017","353","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Salvador - BA","Arthur Barreto","10/24/1967","Rubens","Freitas","","M"
"HL1003","1","1/3/2017","519","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","online","Natália Candiotto","2/22/1961","Breno","Campista","","M"
"HL1009","1","1/3/2017","350","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Campinas - SP","João Pedro","7/5/1987","Rafael","Santos","","M"
"HL1001","1","1/3/2017","741","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Guarulhos - SP","João Pedro","11/30/1997","Carolina","Freire","","F"
"HL1015","1","1/3/2017","784","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","10/31/1965","Letícia","Sagrillo","","F"
"HL1010","1","1/3/2017","533","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","8/28/1980","Juliana","Moura","","F"
"HL1005","4","1/4/2017","322","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","online","Eduardo Julianelli","6/8/1960","Carolina","Ronfini","","F"
"HL1015","5","1/4/2017","3","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Campinas - SP","Arthur Barreto","3/15/1964","Eduardo","Rodrigues","","M"
"HL1001","5","1/4/2017","643","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","João Pedro","5/23/1967","Gabriel","Sone","","M"
"HL1012","5","1/4/2017","125","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Porto Alegre - RS","João Pedro","8/5/1992","Juliana","Buraco","","F"
"HL1008","2","1/4/2017","453","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Rio de Janeiro - RJ","Eduardo Julianelli","7/29/1979","Thomaz","Silva","","M"
"HL1018","3","1/4/2017","209","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","8/27/1963","Gabriel","Rosa","","M"
"HL1015","4","1/4/2017","377","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Carolina Biccas","1/29/1996","Amanda","Lima","","F"
"HL1024","5","1/4/2017","78","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Porto Alegre - RS","Alfredo Araújo","9/15/1955","Raphael","Mattos","","M"
"HL1007","3","1/4/2017","192","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","online","Pedro Henrique","10/25/1980","Thaís","Ribeiro","","F"
"HL1018","3","1/4/2017","32","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Campinas - SP","Eduardo Julianelli","12/26/1951","Karoline","Pereira","","F"
"HL1009","3","1/4/2017","727","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Diego Amorim","3/3/2000","Débora","Silveira","","F"
"HL1023","3","1/4/2017","441","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Carolina Cotta","11/6/1993","Alvaro","Thome","","M"
"HL1015","3","1/4/2017","689","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","2/12/1990","Giulia","Cabral","","F"
"HL1008","3","1/4/2017","510","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","Allan Centurione","5/31/1965","Andressa","Thiele","","F"
"HL1012","2","1/4/2017","529","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","Guarulhos - SP","Marcus Cavalcanti","7/12/1979","André","Almeida","","M"
"HL1005","3","1/5/2017","143","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Giovanna Menaged","8/3/1995","Bianca","Alves","","F"
"HL1001","3","1/5/2017","372","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Pedro Henrique","6/3/2000","Rubens","Mesquita","","M"
"HL1020","3","1/5/2017","456","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Guarulhos - SP","Natália Candiotto","4/22/1981","Henrique","Ressurreição","","M"
"HL1023","3","1/5/2017","541","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Belo Horizonte - MG","Diego Amorim","1/2/1958","Thaís","Rodrigues","","F"
"HL1009","3","1/5/2017","164","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Campinas - SP","Diego Amorim","8/18/1999","Felipe","Merege","","M"
"HL1005","5","1/5/2017","695","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Niterói - RJ","Allan Centurione","5/2/1993","Mariane","Lencastre","","F"
"HL1009","5","1/5/2017","33","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","online","Carolina Cotta","8/30/1982","Victoria","Silva","","F"
"HL1010","5","1/5/2017","38","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Rio de Janeiro - RJ","Arthur Barreto","7/31/1972","Beatriz","Castilho","","F"
"HL1022","5","1/5/2017","790","iPad 32GB Wifi","Apple","","Tablet","750","","350","638","Ticket Baixo","Niterói - RJ","João Pedro","12/15/1991","Leticia","Abraçado","","F"
"HL1023","5","1/5/2017","626","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Salvador - BA","Eduardo Julianelli","11/26/1956","Fernanda","Silva","","F"
"HL1010","5","1/5/2017","280","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Belo Horizonte - MG","Eduardo Julianelli","4/19/1996","Maria","Amaral","","F"
"HL1013","2","1/5/2017","512","Câmera Coolpix L340","Nikon","","Câmera","1550","","700","1318","Ticket Baixo","Recife - PE","João Pedro","2/2/1985","Daniel","Vieira","","M"
"HL1001","2","1/5/2017","405","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","João Pedro","7/16/1956","Mariana","Derossi","","F"
"HL1007","2","1/5/2017","247","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Guarulhos - SP","Natália Candiotto","4/3/1980","Wilson","Fonseca","","M"
"HL1023","2","1/5/2017","199","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Alfredo Araújo","8/24/1976","João","Souza","","M"
"HL1003","2","1/5/2017","274","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Campinas - SP","Carolina Cotta","2/7/1988","Michelle","Bernardes","","F"
"HL1011","2","1/5/2017","607","Tablet M10 Android","Samsung","","Tablet","2000","","1100","1700","Ticket Baixo","Belo Horizonte - MG","Carolina Cotta","12/5/1988","Silvio","Tanaka","","M"
"HL1015","2","1/5/2017","341","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Diego Amorim","8/19/1991","Carlos","Cordovil","","M"
"HL1020","2","1/5/2017","724","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Belo Horizonte - MG","Diego Amorim","7/3/1955","Thomáz","Silva","","M"
"HL1005","2","1/5/2017","473","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Rio de Janeiro - RJ","Allan Centurione","5/26/1994","Joana","Medina","","F"
"HL1020","1","1/5/2017","151","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Belo Horizonte - MG","Allan Centurione","1/30/1987","Jéssica","Valente","","F"
"HL1005","1","1/5/2017","19","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","Belo Horizonte - MG","Carolina Biccas","3/10/1981","Rubens","Teixeira","","M"
"HL1015","1","1/5/2017","35","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Carolina Cotta","11/19/1950","Victor","Oliveira","","M"
"HL1003","1","1/5/2017","820","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Niterói - RJ","Arthur Barreto","12/6/1962","Pedro","Cavalcanti","","M"
"HL1010","5","1/5/2017","716","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","São Paulo - SP","Natália Candiotto","6/2/1971","Letícia","Fernandes","","F"
"HL1021","5","1/5/2017","519","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Salvador - BA","Marcus Cavalcanti","2/22/1961","Hércules","Feijo","","M"
"HL1001","2","1/5/2017","192","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","Marcus Cavalcanti","10/25/1980","Lucas","Magalhães","","M"
"HL1009","2","1/5/2017","207","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","9/17/1979","Iuri","Aires","","M"
"HL1023","3","1/5/2017","428","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","4/19/1988","Gabrielle","Cormack","","F"
"HL1024","3","1/5/2017","6","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","6/30/1969","Renan","Ferreira","","M"
"HL1012","1","1/5/2017","37","Dell G7","Dell","","Notebook","5500","","3200","4675","Ticket Alto","São Paulo - SP","Marcus Cavalcanti","4/11/1975","Natalia","Fernandes","","F"
"HL1019","4","1/5/2017","160","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","online","Allan Centurione","6/19/1990","Luiz","Junqueira","","M"
"HL1008","4","1/5/2017","146","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Belo Horizonte - MG","Alfredo Araújo","2/20/1994","Vivianne","Lopes","","F"
"HL1007","4","1/5/2017","512","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Belo Horizonte - MG","Alfredo Araújo","2/2/1985","Eduardo","Silva","","M"
"HL1015","4","1/5/2017","533","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Guarulhos - SP","Alfredo Araújo","8/28/1980","Vittorio","Campista","","M"
"HL1006","4","1/5/2017","628","TV LED 32'","Samsung","","Televisão","1400","","900","1190","Ticket Baixo","Salvador - BA","Alfredo Araújo","8/14/1990","Eduardo","Silva","","M"
"HL1015","4","1/5/2017","182","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","online","Arthur Barreto","11/8/1954","Rilson","Rodrigues","","M"
"HL1021","4","1/5/2017","781","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Guarulhos - SP","João Pedro","5/4/1989","Lucas","Silva","","M"
"HL1005","4","1/5/2017","382","Câmera Digital Rebel T6","Canon","","Câmera","1500","","850","1275","Ticket Baixo","São Paulo - SP","Eduardo Julianelli","10/14/1975","Gabriel","Dias","","M"
"HL1019","3","1/6/2017","757","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","São Paulo - SP","Diego Amorim","12/1/1959","Bruna","Cavalcanti","","F"
"HL1021","5","1/6/2017","66","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Salvador - BA","Marcus Cavalcanti","10/8/1999","Ana","Bastazini","","F"
"HL1008","2","1/6/2017","396","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","Marcus Cavalcanti","11/17/1955","Henrique","Rocha","","M"
"HL1023","3","1/6/2017","83","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","9/20/1954","Amanda","Johnson","","F"
"HL1020","3","1/6/2017","466","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","8/21/1997","Tadeu","Delgado","","M"
"HL1015","3","1/6/2017","300","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Salvador - BA","Marcus Cavalcanti","6/11/1989","Marina","Conceição","","F"
"HL1023","1","1/6/2017","35","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Marcus Cavalcanti","11/19/1950","Pedro","Guedes","","M"
"HL1008","4","1/6/2017","732","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","São Paulo - SP","João Pedro","6/6/1996","Helvio","Gomes","","M"
"HL1001","4","1/6/2017","581","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","online","João Pedro","4/9/1968","Gabriela","Pinto","","F"
"HL1003","4","1/6/2017","612","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","Belo Horizonte - MG","João Pedro","1/28/1989","Gabriel","Lyra","","M"
"HL1008","4","1/6/2017","88","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Niterói - RJ","Matheus Leal","2/27/1989","Ananda","Costa","","F"
"HL1001","5","1/6/2017","747","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Niterói - RJ","Marcus Cavalcanti","7/29/1953","Fernanda","Souza","","F"
"HL1007","3","1/6/2017","76","Inspiron 15","Dell","","Notebook","2300","","1200","1955","Ticket Baixo","Belo Horizonte - MG","Diego Amorim","2/1/1958","Diogo","Melo","","M"
"HL1010","3","1/6/2017","279","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Rio de Janeiro - RJ","Carolina Biccas","2/24/1976","Beatriz","Coelho","","F"
"HL1019","3","1/6/2017","427","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","Campinas - SP","Carolina Cotta","5/23/1994","Ravena","Figueiredo","","F"
"HL1001","5","1/6/2017","117","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","São Paulo - SP","Diego Amorim","2/1/1950","Jéssica","Marinho","","F"
"HL1023","5","1/6/2017","522","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","São Paulo - SP","Carolina Biccas","4/12/1975","Tadeu","Coutinho","","M"
"HL1020","5","1/6/2017","561","Moto Z","Motorola","","Celular","1500","","650","1275","Ticket Baixo","Campinas - SP","Carolina Cotta","7/9/1970","Bruna","Martins","","F"
"HL1008","2","1/6/2017","61","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Porto Alegre - RS","João Pedro","12/27/1977","Alon","Vianna","","M"
"HL1018","2","1/6/2017","779","Smart Watch MI","Xiaomi","","Smart Watch","1200","","650","1020","Ticket Baixo","Niterói - RJ","Natália Candiotto","4/27/1981","Cecília","Ferreira","","F"
"HL1021","2","1/6/2017","190","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Guarulhos - SP","Natália Candiotto","7/16/1989","Marina","Campos","","F"
"HL1021","1","1/6/2017","595","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","online","Arthur Barreto","12/27/1957","Gustavo","Ferrari","","M"
"HL1009","1","1/7/2017","652","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Niterói - RJ","Arthur Barreto","6/4/1990","Julie","Manhães","","F"
"HL1023","4","1/7/2017","545","Samsung Dual Core","Samsung","","Notebook","1500","","550","1275","Ticket Baixo","online","Marcus Cavalcanti","6/16/1970","Caio","Botelho","","M"
"HL1010","4","1/7/2017","163","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","online","Marcus Cavalcanti","10/19/1971","Lázaro","Araujo","","M"
"HL1014","3","1/7/2017","582","Galaxy J8","Samsung","","Celular","1100","","550","935","Ticket Baixo","Niterói - RJ","Marcus Cavalcanti","11/1/1997","Lucas","Pereira","","M"
"HL1009","3","1/7/2017","89","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Rio de Janeiro - RJ","Marcus Cavalcanti","1/19/1966","Thiago","Lima","","M"
"HL1008","3","1/7/2017","476","Smart TV LED Full HD 55'","Philco","","Televisão","2000","","1250","1700","Ticket Baixo","Campinas - SP","Marcus Cavalcanti","4/16/1989","Lucas","Correa","","M"
"HL1015","3","1/7/2017","77","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","Belo Horizonte - MG","Marcus Cavalcanti","7/12/1981","Guilherme","Villanova","","M"
"HL1019","1","1/7/2017","402","iPhone XS","Apple","","Celular","6500","","2800","5525","Ticket Alto","online","Marcus Cavalcanti","2/15/1963","Gabriel","Andrade","","M"
"HL1021","4","1/7/2017","455","Galaxy S8","Samsung","","Celular","3000","","1400","2550","Ticket Médio","Rio de Janeiro - RJ","Allan Centurione","2/27/1970","Aline","Scalabrin","","F"
"HL1015","4","1/7/2017","65","Câmera Digital Sony Cyber","Sony","","Câmera","700","","300","595","Ticket Baixo","São Paulo - SP","Carolina Cotta","8/15/1969","Diego","Sone","","M"
"HL1003","4","1/7/2017","37","Galaxy S10","Samsung","","Celular","4500","","2800","3825","Ticket Médio","São Paulo - SP","Diego Amorim","4/11/1975","Henrique","Assumpção","","M"
"HL1024","4","1/7/2017","367","Aspire 5","Acer","","Notebook","2400","","1150","2040","Ticket Baixo","Guarulhos - SP","Carolina Biccas","2/9/1990","Carolina","Vieira","","F"
"HL1009","4","1/7/2017","525","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","Belo Horizonte - MG","Natália Candiotto","1/23/1991","Gabriel","Guadagnino","","M"
"HL1001","4","1/7/2017","706","Smart TV 50' 4K","LG","","Televisão","2600","","1700","2210","Ticket Médio","Salvador - BA","João Pedro","7/8/1969","Mariana","Rodrigues","","F"
"HL1010","4","1/7/2017","406","iPhone 6S","Apple","","Celular","1900","","1150","1615","Ticket Baixo","Niterói - RJ","Eduardo Julianelli","5/19/1995","Carolina","Freitas","","F"
"HL1009","4","1/7/2017","23","Moto G7","Motorola","","Celular","1400","","750","1190","Ticket Baixo","São Paulo - SP","Giovanna Menaged","3/9/1964","Rafaela","Pestana","","F"
